ANO_MES,PRODUTO,#TP_SEGURO,AREA_AMPARADA_ADESAO,AREA_AMPARADA_ComCOP,AREA_AMPARADA_ComCOP_DEFERIDA,QTD_ADESAO,QTD_ComCOP,QTD_ComCOP_DEFERIDA,VL_AMPARADO_ComCOP_DEF,VL_COBERTURA_ComCOP_DEFERIDA_DEF,VL_ADICIONAL_ADESAO_DEF
2013-04-01,CEBOLA,PROAGRO MAIS,681.61,125.05,107.05,206,29.0,25.0,2183338.2083558715,1290855.742496506,251123.98937779872
2013-04-01,CEBOLA,PROAGRO TRADICIONAL,2688.37,349.51,274.86,1032,88.0,73.0,4732401.989769498,1798996.191059764,672679.7928964413
2013-04-01,CEBOLINHA VERDE,PROAGRO MAIS,3.4499999999999997,0.0,0.0,5,0.0,0.0,0.0,0.0,2058.6142250697058
2013-04-01,CENOURA,PROAGRO MAIS,21.169999999999998,0.0,0.0,20,0.0,0.0,0.0,0.0,9578.658526545607
2013-04-01,CENOURA,PROAGRO TRADICIONAL,5.0,0.0,0.0,2,0.0,0.0,0.0,0.0,3308.553348883415
2013-04-01,CEVADA,PROAGRO MAIS,3211.63,120.5,72.5,238,11.0,7.0,242997.43387237925,135488.60106785534,126084.96523785373
2013-04-01,CEVADA,PROAGRO TRADICIONAL,3444.5,72.0,60.0,77,2.0,1.0,149401.6956987129,62279.86560855071,200272.50098137613
2013-04-01,CHUCHU,PROAGRO MAIS,25.28,0.0,0.0,18,0.0,0.0,0.0,0.0,13567.02968705552
2013-04-01,CHUCHU,PROAGRO TRADICIONAL,4.0,0.0,0.0,2,0.0,0.0,0.0,0.0,650.0620020133862
2013-04-01,COCO,PROAGRO MAIS,47.730000000000004,0.0,0.0,9,0.0,0.0,0.0,0.0,6042.770792218023
2013-04-01,COCO,PROAGRO TRADICIONAL,65.0,0.0,0.0,2,0.0,0.0,0.0,0.0,7935.532963706453
2013-04-01,COGUMELO,PROAGRO TRADICIONAL,0.06,0.0,0.0,1,0.0,0.0,0.0,0.0,942.3323444362017
2013-04-01,COUVE,PROAGRO MAIS,3.56,0.25,0.25,5,1.0,1.0,9578.56096651409,8597.614361602904,2546.23877460496
2013-04-01,COUVE-FLOR,PROAGRO MAIS,53.410000000000004,2.1,0.0,26,1.0,0.0,26716.28780714296,0.0,20358.885913278104
2013-04-01,COUVE-FLOR,PROAGRO TRADICIONAL,5.859999999999999,0.0,0.0,4,0.0,0.0,0.0,0.0,1521.331619491587
2013-04-01,CRAVO,PROAGRO TRADICIONAL,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,106.96481855677102
2013-04-01,CRISÂNTEMO,PROAGRO TRADICIONAL,0.08,0.0,0.0,1,0.0,0.0,0.0,0.0,353.8502343172278
2013-04-01,ERVA-MATE,PROAGRO TRADICIONAL,8.0,0.0,0.0,1,0.0,0.0,0.0,0.0,331.7431311751589
2013-04-01,FEIJÃO,PROAGRO MAIS,1768.31,301.12,186.12,226,23.0,20.0,982146.0469626831,497815.3582355653,120671.0273847907
2013-04-01,FEIJÃO,PROAGRO TRADICIONAL,1360.61,335.0,214.0,33,3.0,2.0,981311.7525971504,283835.61428983544,115768.5187289534
2013-04-01,FIGO,PROAGRO MAIS,0.65,0.0,0.0,1,0.0,0.0,0.0,0.0,330.84557888518964
2013-04-01,FIGO,PROAGRO TRADICIONAL,2.93,0.0,0.0,2,0.0,0.0,0.0,0.0,1994.0685082171337
2013-04-01,FLORES,PROAGRO MAIS,7.54,0.0,0.0,18,0.0,0.0,0.0,0.0,20627.136975941088
2013-04-01,FRUTAS DIVERSAS N. E.,PROAGRO MAIS,18.67,0.0,0.0,2,0.0,0.0,0.0,0.0,3836.957991593359
2013-04-01,FUMO,PROAGRO TRADICIONAL,29.34,0.0,0.0,22,0.0,0.0,0.0,0.0,3800.89980394416
2013-04-01,GENGIBRE,PROAGRO MAIS,4.65,0.0,0.0,9,0.0,0.0,0.0,0.0,2496.7953506314366
2013-04-01,GENGIBRE,PROAGRO TRADICIONAL,0.62,0.0,0.0,1,0.0,0.0,0.0,0.0,311.13845251847334
2013-04-01,GERGELIM,PROAGRO MAIS,14.0,0.0,0.0,1,0.0,0.0,0.0,0.0,753.5927074607098
2013-04-01,GIRASSOL,PROAGRO MAIS,14.52,14.52,0.0,1,1.0,0.0,38324.60474140361,0.0,766.6072156652639
2013-04-01,GOIABA,PROAGRO MAIS,18.57,0.0,0.0,10,0.0,0.0,0.0,0.0,6947.581548532249
2013-04-01,GOIABA,PROAGRO TRADICIONAL,17.25,0.0,0.0,8,0.0,0.0,0.0,0.0,3697.2910504716215
2013-04-01,GUARANÁ,PROAGRO TRADICIONAL,2.0,0.0,0.0,1,0.0,0.0,0.0,0.0,139.04255692002013
2013-04-01,HORTALIÇAS,PROAGRO TRADICIONAL,3.4,0.0,0.0,1,0.0,0.0,0.0,0.0,755.1536679650039
2013-04-01,INHAME,PROAGRO MAIS,54.12,0.0,0.0,46,0.0,0.0,0.0,0.0,22591.72284263336
2013-04-01,INHAME,PROAGRO TRADICIONAL,150.32999999999998,0.0,0.0,115,0.0,0.0,0.0,0.0,48944.95074848375
2013-04-01,JILÓ,PROAGRO MAIS,25.46,0.0,0.0,15,0.0,0.0,0.0,0.0,11923.630956128114
2013-04-01,LARANJA,PROAGRO MAIS,373.55,0.0,0.0,83,0.0,0.0,0.0,0.0,80100.66876585879
2013-04-01,LARANJA,PROAGRO TRADICIONAL,662.85,0.0,0.0,38,0.0,0.0,0.0,0.0,218897.60855052818
2013-04-01,LIMÃO,PROAGRO MAIS,243.57,2.0,2.0,47,1.0,1.0,22942.37310791679,2791.01689368462,37543.81229715557
2013-04-01,LIMÃO,PROAGRO TRADICIONAL,136.71,0.0,0.0,9,0.0,0.0,0.0,0.0,27059.055221879695
2013-04-01,LINHO,PROAGRO TRADICIONAL,77.7,0.0,0.0,3,0.0,0.0,0.0,0.0,1525.585236865789
2013-04-01,MADEIRA,PROAGRO TRADICIONAL,33.73,0.0,0.0,3,0.0,0.0,0.0,0.0,612.8526059922694
2013-04-01,MAMÃO,PROAGRO MAIS,2.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1302.5825168210363
2013-04-01,MAMÃO,PROAGRO TRADICIONAL,13.3,0.0,0.0,4,0.0,0.0,0.0,0.0,13290.85674983324
2013-04-01,"MANDIOCA (AIPIM, MACAXEIRA)",PROAGRO MAIS,4622.38,5.0,5.0,1268,1.0,1.0,28365.09136381648,23886.03226878164,445007.6546231548
2013-04-01,"MANDIOCA (AIPIM, MACAXEIRA)",PROAGRO TRADICIONAL,1115.19,70.0,70.0,24,1.0,1.0,330313.7986653891,125958.97621315086,153928.89091329894
2013-04-01,"MANDIOQUINHA (BATATA: BAROA, SALSA, AIPO)",PROAGRO MAIS,33.1,5.6,5.6,11,1.0,1.0,110710.87011099556,72792.91509296691,11926.674829111487
2013-04-01,"MANDIOQUINHA (BATATA: BAROA, SALSA, AIPO)",PROAGRO TRADICIONAL,31.189999999999998,2.5,2.5,10,1.0,1.0,23110.41050620408,13930.362756436336,11728.901133217392
2013-04-01,MANGA,PROAGRO MAIS,57.2,0.0,0.0,16,0.0,0.0,0.0,0.0,12495.781516970907
2013-04-01,MANGA,PROAGRO TRADICIONAL,143.26,0.0,0.0,24,0.0,0.0,0.0,0.0,69815.94877920824
2013-04-01,MARACUJÁ,PROAGRO MAIS,63.5,0.0,0.0,34,0.0,0.0,0.0,0.0,22894.100404321485
2013-04-01,MARACUJÁ,PROAGRO TRADICIONAL,22.47,0.0,0.0,8,0.0,0.0,0.0,0.0,9858.577768978193
2013-04-01,MAXIXE,PROAGRO MAIS,2.53,0.0,0.0,2,0.0,0.0,0.0,0.0,785.2997177041889
2013-04-01,MAÇÃ,PROAGRO MAIS,9.77,2.5,2.5,6,1.0,1.0,50726.27985197187,44890.57047064849,7215.793587182627
2013-04-01,MAÇÃ,PROAGRO TRADICIONAL,21.67,10.0,0.0,3,1.0,0.0,340692.70310646755,0.0,18323.861703829545
2013-04-01,MELANCIA,PROAGRO MAIS,36.35,0.0,0.0,16,0.0,0.0,0.0,0.0,9358.250903339243
2013-04-01,MELANCIA,PROAGRO TRADICIONAL,99.02,10.5,10.5,7,1.0,1.0,86796.09665692858,39518.68099116989,27789.23352177599
2013-04-01,MELÃO,PROAGRO MAIS,2.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1324.0457237550836
2013-04-01,MILHO,PROAGRO MAIS,23826.01,3764.62,3510.73,2115,266.0,252.0,9302090.978507843,5826593.430514316,1400563.7345075049
2013-04-01,MILHO,PROAGRO TRADICIONAL,50511.74,12203.32,11218.85,732,163.0,149.0,28741181.265846606,14082939.504336802,3687230.7380694696
2013-04-01,MORANGO,PROAGRO MAIS,53.35,2.01,0.24,212,5.0,1.0,189328.50932573687,18880.67582771765,165928.1699178664
2013-04-01,MORANGO,PROAGRO TRADICIONAL,8.879999999999999,0.0,0.0,11,0.0,0.0,0.0,0.0,13279.208082069943
2013-04-01,NECTARINA,PROAGRO MAIS,3.33,2.06,2.06,4,2.0,2.0,37125.026105859695,21720.53127318037,1343.069929901171
2013-04-01,NECTARINA,PROAGRO TRADICIONAL,8.5,0.0,0.0,3,0.0,0.0,0.0,0.0,5323.967991996774
2013-04-01,OUTRAS CULTURAS,PROAGRO MAIS,1.5,0.0,0.0,1,0.0,0.0,0.0,0.0,1692.022650636175
2013-04-01,OUTRAS LAVOURAS,PROAGRO MAIS,3.2,0.0,0.0,8,0.0,0.0,0.0,0.0,7555.712248999028
2013-04-01,OUTRAS LAVOURAS,PROAGRO TRADICIONAL,60.05,0.0,0.0,10,0.0,0.0,0.0,0.0,13685.174885224296
2013-04-01,PALMEIRA,PROAGRO TRADICIONAL,6.5,0.0,0.0,1,0.0,0.0,0.0,0.0,1145.823058177275
2013-04-01,PEPINO,PROAGRO MAIS,16.93,0.0,0.0,21,0.0,0.0,0.0,0.0,11741.486377283265
2013-04-01,PEPINO,PROAGRO TRADICIONAL,4.1000000000000005,0.0,0.0,3,0.0,0.0,0.0,0.0,1250.5830200217304
2013-04-01,PIMENTA,PROAGRO MAIS,2.73,0.0,0.0,2,0.0,0.0,0.0,0.0,1108.7307341939802
2013-04-01,PIMENTA,PROAGRO TRADICIONAL,0.95,0.0,0.0,1,0.0,0.0,0.0,0.0,112.09647621463874
2013-04-01,PIMENTA-DO-REINO,PROAGRO MAIS,18.0,0.0,0.0,6,0.0,0.0,0.0,0.0,4611.330985767488
2013-04-01,PIMENTA-DO-REINO,PROAGRO TRADICIONAL,10.27,0.0,0.0,5,0.0,0.0,0.0,0.0,3186.603309485418
2013-04-01,PIMENTÃO,PROAGRO MAIS,65.57,0.0,0.0,90,0.0,0.0,0.0,0.0,60927.078699510304
2013-04-01,PIMENTÃO,PROAGRO TRADICIONAL,6.42,0.0,0.0,3,0.0,0.0,0.0,0.0,6218.573969014175
2013-04-01,"PINHA (ATA, FRUTA-DO-CONDE, ANONA)",PROAGRO MAIS,1.6,0.0,0.0,1,0.0,0.0,0.0,0.0,810.9580059935274
2013-04-01,PLANTAS ORNAMENTAIS,PROAGRO MAIS,2.38,0.0,0.0,7,0.0,0.0,0.0,0.0,7958.4790831195805
2013-04-01,PÊSSEGO,PROAGRO MAIS,202.32,23.15,19.35,73,11.0,8.0,556216.1004069005,339137.94742017775,50959.214183225195
2013-04-01,PÊSSEGO,PROAGRO TRADICIONAL,204.63,14.5,12.5,20,2.0,1.0,626350.8558571045,445040.5323537765,72608.66321744127
2013-04-01,QUIABO,PROAGRO MAIS,64.67,0.0,0.0,55,0.0,0.0,0.0,0.0,31107.601409830157
2013-04-01,QUIABO,PROAGRO TRADICIONAL,11.84,0.0,0.0,3,0.0,0.0,0.0,0.0,2455.039657141562
2013-04-01,REPOLHO,PROAGRO MAIS,36.82,0.0,0.0,26,0.0,0.0,0.0,0.0,11661.135935324714
2013-04-01,REPOLHO,PROAGRO TRADICIONAL,7.1,0.0,0.0,2,0.0,0.0,0.0,0.0,2757.7098989242386
2013-04-01,RÚCULA,PROAGRO MAIS,0.12,0.0,0.0,1,0.0,0.0,0.0,0.0,177.28608927523194
2013-04-01,RÚCULA,PROAGRO TRADICIONAL,0.54,0.0,0.0,1,0.0,0.0,0.0,0.0,1136.8865592901898
2013-04-01,SALSA,PROAGRO MAIS,0.22,0.0,0.0,2,0.0,0.0,0.0,0.0,274.4753926738595
2013-04-01,SERINGUEIRA,PROAGRO MAIS,26.16,0.0,0.0,6,0.0,0.0,0.0,0.0,4971.0933579947305
2013-04-01,SERINGUEIRA,PROAGRO TRADICIONAL,26.4,0.0,0.0,2,0.0,0.0,0.0,0.0,5645.506343875109
2013-04-01,SOJA,PROAGRO MAIS,977.51,18.1,18.1,28,1.0,1.0,43622.34859692824,13825.212554465808,51719.753164930014
2013-04-01,SOJA,PROAGRO TRADICIONAL,14009.81,1114.82,293.0,114,9.0,2.0,2678163.0589453033,173636.3684961287,936477.5523127131
2013-04-01,SORGO,PROAGRO MAIS,30.0,0.0,0.0,1,0.0,0.0,0.0,0.0,613.0282140490026
2013-04-01,SORGO,PROAGRO TRADICIONAL,390.45,0.0,0.0,3,0.0,0.0,0.0,0.0,16276.505906397062
2013-04-01,TANGERINA,PROAGRO MAIS,126.05,0.0,0.0,41,0.0,0.0,0.0,0.0,27677.78094176937
2013-04-01,TANGERINA,PROAGRO TRADICIONAL,23.4,0.0,0.0,4,0.0,0.0,0.0,0.0,5959.903301446297
2013-04-01,TOMATE,PROAGRO MAIS,143.05,4.18,2.7199999999999998,262,7.0,5.0,336757.2875310659,116520.84315600435,197735.374313715
2013-04-01,TOMATE,PROAGRO TRADICIONAL,14.2,0.12,0.12,10,1.0,1.0,52603.998266600174,36396.54535051183,22750.296917863365
2013-04-01,TRIGO,PROAGRO MAIS,165040.62,40186.94,36223.68,9470,2080.0,1856.0,82334646.03539845,52185129.52000562,6680987.855196704
2013-04-01,TRIGO,PROAGRO TRADICIONAL,186845.34,58951.98,52562.92,2739,910.0,813.0,122472319.76826428,65693742.58211668,11423328.792689145
2013-04-01,TRITICALE,PROAGRO TRADICIONAL,25.0,0.0,0.0,1,0.0,0.0,0.0,0.0,756.7341404756021
2013-04-01,URUCUM,PROAGRO TRADICIONAL,0.31,0.0,0.0,1,0.0,0.0,0.0,0.0,19.726638373019973
2013-04-01,UVA,PROAGRO MAIS,159.63,5.8,5.8,134,3.0,3.0,131986.70324850877,102162.7967333977,121170.1445060388
2013-04-01,UVA,PROAGRO TRADICIONAL,79.53999999999999,10.0,6.0,25,3.0,2.0,224601.04604111894,103669.9626363128,61568.47737072485
2013-04-01,VAGEM,PROAGRO MAIS,9.3,0.0,0.0,9,0.0,0.0,0.0,0.0,5418.1719584309385
2013-04-01,VAGEM,PROAGRO TRADICIONAL,1.8,0.0,0.0,2,0.0,0.0,0.0,0.0,647.2717851119601
2013-05-01,ABACAXI,PROAGRO MAIS,290.96999999999997,0.0,0.0,169,0.0,0.0,0.0,0.0,145036.37620583075
2013-05-01,ABACAXI,PROAGRO TRADICIONAL,78.42,0.0,0.0,24,0.0,0.0,0.0,0.0,33538.975155341985
2013-05-01,ABOBRINHA,PROAGRO MAIS,12.59,0.0,0.0,9,0.0,0.0,0.0,0.0,3363.230696989212
2013-05-01,ABÓBORA-MORANGA,PROAGRO MAIS,13.2,0.0,0.0,5,0.0,0.0,0.0,0.0,3363.949979875768
2013-05-01,ABÓBORA-MORANGA,PROAGRO TRADICIONAL,6.16,0.0,0.0,3,0.0,0.0,0.0,0.0,1005.9851571214574
2013-05-01,ACELGA,PROAGRO MAIS,0.17,0.17,0.17,1,1.0,1.0,5050.376747679093,3238.794757615044,101.01064536606424
2013-05-01,ACEROLA,PROAGRO TRADICIONAL,0.5,0.0,0.0,1,0.0,0.0,0.0,0.0,271.98613150819955
2013-05-01,AGRIÃO,PROAGRO MAIS,0.65,0.0,0.0,1,0.0,0.0,0.0,0.0,299.4744018214434
2013-05-01,ALFACE,PROAGRO MAIS,90.71,0.5,0.5,87,1.0,1.0,9713.468261142878,3169.1798382432435,49886.17563833163
2013-05-01,ALFACE,PROAGRO TRADICIONAL,5.71,0.25,0.25,6,1.0,1.0,2916.011702253587,1947.4292552330355,2801.5874030571563
2013-05-01,ALFAFA,PROAGRO MAIS,4.84,0.0,0.0,1,0.0,0.0,0.0,0.0,820.196331531874
2013-05-01,ALFAFA,PROAGRO TRADICIONAL,18.06,0.0,0.0,6,0.0,0.0,0.0,0.0,1690.5869444985397
2013-05-01,ALHO,PROAGRO MAIS,173.69,3.15,3.15,122,1.0,1.0,100207.6923837317,71037.9525225784,126916.8626903674
2013-05-01,ALHO,PROAGRO TRADICIONAL,34.29,0.0,0.0,20,0.0,0.0,0.0,0.0,20086.596689569564
2013-05-01,AMEIXA,PROAGRO MAIS,49.3,24.0,19.0,32,14.0,12.0,387156.69641947106,248770.2654605516,16756.919567234283
2013-05-01,AMEIXA,PROAGRO TRADICIONAL,46.1,5.59,5.59,12,2.0,2.0,94503.079250535,60548.00866535943,27224.89613629627
2013-05-01,AMENDOIM,PROAGRO MAIS,4.34,0.0,0.0,1,0.0,0.0,0.0,0.0,659.8740081419717
2013-05-01,AMORA,PROAGRO TRADICIONAL,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,657.0746369078082
2013-05-01,ARROZ,PROAGRO MAIS,367.9,0.0,0.0,49,0.0,0.0,0.0,0.0,27457.57443005809
2013-05-01,ARROZ,PROAGRO TRADICIONAL,724.8199999999999,60.0,60.0,12,1.0,1.0,293119.8291198924,12487.13971217046,85864.25850206263
2013-05-01,AVEIA,PROAGRO MAIS,3133.09,138.5,77.5,173,7.0,6.0,217935.59955787958,108873.76812158113,81380.17122696119
2013-05-01,AVEIA,PROAGRO TRADICIONAL,4148.0,311.0,211.0,58,3.0,2.0,451983.5245761712,110723.53042486668,160160.64026105125
2013-05-01,BANANA,PROAGRO MAIS,606.58,5.95,5.95,184,2.0,2.0,65529.898018191605,49499.70688739295,147210.98221274736
2013-05-01,BANANA,PROAGRO TRADICIONAL,139.52,15.0,15.0,10,1.0,1.0,91972.46709492923,13916.160406976853,51106.68205634887
2013-05-01,BATATA-DOCE,PROAGRO MAIS,14.85,0.0,0.0,10,0.0,0.0,0.0,0.0,4269.041132099251
2013-05-01,BATATA-DOCE,PROAGRO TRADICIONAL,34.7,0.0,0.0,13,0.0,0.0,0.0,0.0,4693.942917273628
2013-05-01,BATATA-INGLESA,PROAGRO MAIS,34.870000000000005,0.0,0.0,18,0.0,0.0,0.0,0.0,20644.390848054645
2013-05-01,BATATA-INGLESA,PROAGRO TRADICIONAL,35.9,0.0,0.0,16,0.0,0.0,0.0,0.0,16908.629936063528
2013-05-01,BERINJELA,PROAGRO MAIS,7.09,0.0,0.0,8,0.0,0.0,0.0,0.0,5295.691092150679
2013-05-01,BERINJELA,PROAGRO TRADICIONAL,8.5,0.0,0.0,1,0.0,0.0,0.0,0.0,9793.775223422945
2013-05-01,BETERRABA,PROAGRO MAIS,44.25,3.0,2.5,28,2.0,1.0,49710.49565330985,45656.09242257448,16467.82616707286
2013-05-01,BETERRABA,PROAGRO TRADICIONAL,0.8999999999999999,0.0,0.0,2,0.0,0.0,0.0,0.0,186.68306917827465
2013-05-01,BOVINOS,PROAGRO TRADICIONAL,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,1655.7503246956167
2013-05-01,BRÓCOLOS (BRÓCOLIS),PROAGRO MAIS,61.25,0.2,0.2,25,1.0,1.0,5288.439943051076,2014.711365243033,19324.75947223879
2013-05-01,BRÓCOLOS (BRÓCOLIS),PROAGRO TRADICIONAL,54.35,0.25,0.25,26,1.0,1.0,2430.009751877989,1902.697635720465,9429.040479705061
2013-05-01,BUCHA VEGETAL,PROAGRO TRADICIONAL,4.8,0.0,0.0,3,0.0,0.0,0.0,0.0,1005.7907563413072
2013-05-01,CACAU,PROAGRO MAIS,121.78999999999999,0.0,0.0,35,0.0,0.0,0.0,0.0,12848.064200597395
2013-05-01,CACAU,PROAGRO TRADICIONAL,13.98,0.0,0.0,3,0.0,0.0,0.0,0.0,1162.3611446743098
2013-05-01,CAFÉ,PROAGRO MAIS,9621.54,98.4,54.58,3232,26.0,15.0,1322515.4863500842,271119.47339021176,2386639.9681506054
2013-05-01,CAFÉ,PROAGRO TRADICIONAL,1676.95,0.0,0.0,96,0.0,0.0,0.0,0.0,402816.69014462957
2013-05-01,CAJU,PROAGRO MAIS,1187.78,0.0,0.0,110,0.0,0.0,0.0,0.0,26596.359533914514
2013-05-01,CAJU,PROAGRO TRADICIONAL,10.5,0.0,0.0,1,0.0,0.0,0.0,0.0,458.4553598283089
2013-05-01,CANA-DE-AÇUCAR,PROAGRO MAIS,1570.31,0.0,0.0,235,0.0,0.0,0.0,0.0,143620.18596251428
2013-05-01,CANA-DE-AÇUCAR,PROAGRO TRADICIONAL,1573.08,0.0,0.0,46,0.0,0.0,0.0,0.0,204637.3809107663
2013-05-01,CANOLA,PROAGRO MAIS,2072.2,478.2,438.2,110,23.0,21.0,801925.7880503119,362729.63575117505,72646.24961683934
2013-05-01,CANOLA,PROAGRO TRADICIONAL,2240.92,820.04,780.04,42,16.0,15.0,1476956.1558163068,677213.8773286425,113553.69474260592
2013-05-01,CAQUI,PROAGRO TRADICIONAL,6.05,0.0,0.0,3,0.0,0.0,0.0,0.0,5354.808369394366
2013-05-01,CARAMBOLA,PROAGRO MAIS,1.4,0.0,0.0,1,0.0,0.0,0.0,0.0,467.7088369634603
2013-05-01,CARÁ,PROAGRO MAIS,5.42,0.0,0.0,4,0.0,0.0,0.0,0.0,3876.5653970539333
2013-05-01,CARÁ,PROAGRO TRADICIONAL,3.5400000000000005,0.0,0.0,3,0.0,0.0,0.0,0.0,1741.967070692248
2013-05-01,CEBOLA,PROAGRO MAIS,1049.62,207.31,175.37,315,52.0,43.0,3546123.436956507,2329979.1586049744,357896.2102741436
2013-05-01,CEBOLA,PROAGRO TRADICIONAL,2347.91,365.96,328.59,859,94.0,88.0,5321867.04055744,2435015.6302870917,648501.7763440409
2013-05-01,CEBOLINHA VERDE,PROAGRO MAIS,10.33,0.0,0.0,9,0.0,0.0,0.0,0.0,5910.600199843901
2013-05-01,CENOURA,PROAGRO MAIS,30.630000000000003,2.5,2.5,19,1.0,1.0,36418.51727123939,39795.23938237104,12729.674125485899
2013-05-01,CENOURA,PROAGRO TRADICIONAL,1.72,0.0,0.0,3,0.0,0.0,0.0,0.0,560.3019285490193
2013-05-01,CENTEIO,PROAGRO TRADICIONAL,24.6,0.0,0.0,3,0.0,0.0,0.0,0.0,843.913226710203
2013-05-01,CEVADA,PROAGRO MAIS,4119.24,213.5,140.5,290,10.0,6.0,406648.7183229511,176884.20065441175,156209.19168348346
2013-05-01,CEVADA,PROAGRO TRADICIONAL,2759.12,50.0,0.0,78,1.0,0.0,107787.80648350585,0.0,163187.73256908267
2013-05-01,CHUCHU,PROAGRO MAIS,31.3,0.0,0.0,24,0.0,0.0,0.0,0.0,16618.15629036304
2013-05-01,COCO,PROAGRO MAIS,61.96,0.0,0.0,10,0.0,0.0,0.0,0.0,9049.317435837602
2013-05-01,COCO,PROAGRO TRADICIONAL,29.34,0.0,0.0,5,0.0,0.0,0.0,0.0,4047.4825629620236
2013-05-01,COENTRO,PROAGRO MAIS,2.21,0.0,0.0,4,0.0,0.0,0.0,0.0,1759.424260749739
2013-05-01,COGUMELO,PROAGRO TRADICIONAL,0.02,0.0,0.0,1,0.0,0.0,0.0,0.0,253.3625367698067
2013-05-01,COUVE,PROAGRO MAIS,3.9600000000000004,0.0,0.0,5,0.0,0.0,0.0,0.0,2923.8071735376116
2013-05-01,COUVE-FLOR,PROAGRO MAIS,31.16,1.1,0.1,24,2.0,1.0,26398.38177940951,1493.8922351425276,11709.536591569504
2013-05-01,COUVE-FLOR,PROAGRO TRADICIONAL,2.6,0.25,0.25,3,1.0,1.0,2430.009751877989,1719.2416194926843,1303.6710717655183
2013-05-01,CRAVO,PROAGRO TRADICIONAL,3.0,0.0,0.0,1,0.0,0.0,0.0,0.0,319.69208295706824
2013-05-01,CRISÂNTEMO,PROAGRO MAIS,0.88,0.0,0.0,1,0.0,0.0,0.0,0.0,2202.9302005844947
2013-05-01,CUPUAÇU,PROAGRO TRADICIONAL,8.2,0.0,0.0,1,0.0,0.0,0.0,0.0,748.734604748646
2013-05-01,ERVILHA,PROAGRO MAIS,0.57,0.0,0.0,1,0.0,0.0,0.0,0.0,372.89957648418863
2013-05-01,ESPINAFRE,PROAGRO MAIS,0.6,0.0,0.0,1,0.0,0.0,0.0,0.0,318.46735804212176
2013-05-01,FEIJÃO,PROAGRO MAIS,1839.07,88.35000000000001,81.25,310,14.0,12.0,304483.3517628724,262535.9402236141,133654.17164787822
2013-05-01,FEIJÃO,PROAGRO TRADICIONAL,1082.19,133.0,133.0,43,3.0,3.0,304710.7812355702,159355.3544693569,94291.7850425897
2013-05-01,FIGO,PROAGRO TRADICIONAL,4.5,0.0,0.0,1,0.0,0.0,0.0,0.0,297.0443920695654
2013-05-01,FLORES,PROAGRO MAIS,2.52,0.0,0.0,8,0.0,0.0,0.0,0.0,12519.76016307967
2013-05-01,FRUTAS DIVERSAS N. E.,PROAGRO MAIS,4.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1867.0639727189264
2013-05-01,FUMO,PROAGRO TRADICIONAL,46.58,0.0,0.0,26,0.0,0.0,0.0,0.0,6247.302351064115
2013-05-01,GENGIBRE,PROAGRO MAIS,9.69,0.0,0.0,13,0.0,0.0,0.0,0.0,5075.240607460308
2013-05-01,GENGIBRE,PROAGRO TRADICIONAL,0.5,0.0,0.0,1,0.0,0.0,0.0,0.0,384.0193011087824
2013-05-01,GOIABA,PROAGRO MAIS,45.01,0.0,0.0,21,0.0,0.0,0.0,0.0,20219.605703348356
2013-05-01,GOIABA,PROAGRO TRADICIONAL,8.8,0.0,0.0,2,0.0,0.0,0.0,0.0,3649.466405682423
2013-05-01,GRAMA,PROAGRO MAIS,1.5,0.0,0.0,1,0.0,0.0,0.0,0.0,1282.4619466511276
2013-05-01,GUARANÁ,PROAGRO TRADICIONAL,2.0,0.0,0.0,1,0.0,0.0,0.0,0.0,200.73824558313692
2013-05-01,HORTALIÇAS,PROAGRO TRADICIONAL,1.5,0.0,0.0,1,0.0,0.0,0.0,0.0,311.0801283964127
2013-05-01,INHAME,PROAGRO MAIS,41.480000000000004,0.0,0.0,31,0.0,0.0,0.0,0.0,17313.741721818613
2013-05-01,INHAME,PROAGRO TRADICIONAL,125.36,0.0,0.0,92,0.0,0.0,0.0,0.0,39312.83384642821
2013-05-01,JILÓ,PROAGRO MAIS,27.9,0.0,0.0,17,0.0,0.0,0.0,0.0,11549.194828101587
2013-05-01,LARANJA,PROAGRO MAIS,456.41,0.0,0.0,100,0.0,0.0,0.0,0.0,101978.10028855993
2013-05-01,LARANJA,PROAGRO TRADICIONAL,575.75,0.0,0.0,31,0.0,0.0,0.0,0.0,168412.7200974927
2013-05-01,LIMÃO,PROAGRO MAIS,220.82,0.0,0.0,40,0.0,0.0,0.0,0.0,36803.02257429855
2013-05-01,LIMÃO,PROAGRO TRADICIONAL,62.25,0.0,0.0,4,0.0,0.0,0.0,0.0,9764.653986556435
2013-05-01,LINHO,PROAGRO TRADICIONAL,47.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2396.1256958978024
2013-05-01,MADEIRA,PROAGRO TRADICIONAL,19.37,0.0,0.0,5,0.0,0.0,0.0,0.0,782.1132187004421
2013-05-01,MAMÃO,PROAGRO MAIS,11.600000000000001,0.0,0.0,6,0.0,0.0,0.0,0.0,5560.464954715305
